name,model_year,color,fuel,origin,bi_license,gear_type,bi_glass,engine_power,speedometer,passenger_seat_no,bi_payment_option,status,previous_owner,bi_condition,bi_lock_system,bi_alert,bi_radio,bi_sunroof,bi_wheels,bi_seat_type,bi_cushion,price
هونداي i30,2008,رصاصي ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600,124000.0,5,نقدا فقط ,للبيع فقط ,2,مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,لا يوجد,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية,55000
فولكسفاجن CC,2010,أبيض عاجي ,بنزين ,خصوصي ,فلسطينية ,نصف اوتوماتيك ,الكتروني ,2000,120000.0,6,إمكانية التقسيط ,للبيع أو التبديل ,2,مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,فتحة سقف,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية,87000
كيا سورينتو,2013,فضي ,ديزل ,خصوصي ,فلسطينية ,نصف اوتوماتيك ,الكتروني ,2200,100000.0,7,نقدا فقط ,للبيع فقط ,2,مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,لا يوجد,جنطات مغنيسيوم,فرش جلد,لا يوجد,120000
دايو ماتيز,2002,أحمر ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,800,90000.0,5,نقدا فقط ,للبيع أو التبديل ,3,مُكيّف,إغلاق مركزي,لا يوجد,مسجل CD,لا يوجد,جنطات مغنيسيوم,لا يوجد,وسادة حماية هوائية,22000
مرسيدس 220,1997,أبيض ,ديزل ,عمومي ,فلسطينية ,عادي ,الكتروني ,220,90000.0,2,إمكانية التقسيط ,للبيع فقط ,2,لا يوجد,إغلاق مركزي,جهاز إنذار,مسجل CD,لا يوجد,جنطات مغنيسيوم,فرش جلد,لا يوجد,30000
فولفو FH 12,2001,أحمر ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني ,420,90000.0,5,إمكانية التقسيط ,للبيع أو التبديل ,2,مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,فتحة سقف,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية,190000
فولكسفاجن باسات,2000,أبيض ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1600,90000.0,5,نقدا فقط ,للبيع فقط ,2,مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,لا يوجد,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية,36000
شفروليه اوبترا,2007,ذهبي ,بنزين ,تأجير ,فلسطينية ,اوتوماتيك ,الكتروني ,1600,90000.0,5,إمكانية التقسيط ,للبيع فقط ,2,مُكيّف,إغلاق مركزي,لا يوجد,مسجل CD,لا يوجد,لا يوجد,لا يوجد,وسادة حماية هوائية,28000
هونداي كليك,2008,أسود ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1400,0.0,5,نقدا فقط ,للبيع أو التبديل ,3,مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,فتحة سقف,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية,42000
كيا فورتي,2009,أسود ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600,99.0,5,نقدا فقط ,للبيع أو التبديل ,3,مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,فتحة سقف,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية,44500
اوبل أوميغا,1997,ذهبي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2500,200000.0,5,نقدا فقط ,للبيع فقط ,2,مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,فتحة سقف,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية,33000
كيا فورتي,2008,أسود ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600,82000.0,5,نقدا فقط ,للبيع أو التبديل ,3,مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,فتحة سقف,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية,59500
كيا ريو,2007,أبيض عاجي ,ديزل ,عمومي ,فلسطينية ,عادي ,الكتروني ,1500,32123123.0,5,إمكانية التقسيط ,للبيع فقط ,4,مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,لا يوجد,جنطات مغنيسيوم,لا يوجد,وسادة حماية هوائية,3800
اوبل استرا,1999,أخضر ,بنزين ,تأجير ,فلسطينية ,عادي ,الكتروني ,1400,120000.0,5,إمكانية التقسيط ,للبيع فقط ,2,مُكيّف,إغلاق مركزي,لا يوجد,مسجل CD,لا يوجد,لا يوجد,لا يوجد,وسادة حماية هوائية,28500
سكودا اوكتافيا,2009,أبيض عاجي ,ديزل ,عمومي ,فلسطينية ,عادي ,الكتروني ,1900,0.0,5,إمكانية التقسيط ,للبيع فقط ,2,مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,لا يوجد,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية,55000
هونداي الانترا,2006,أزرق سماوي ,ديزل ,عمومي ,فلسطينية ,عادي ,الكتروني ,1999,0.0,5,إمكانية التقسيط ,للبيع فقط ,2,مُكيّف,لا يوجد,لا يوجد,مسجل CD,فتحة سقف,لا يوجد,لا يوجد,لا يوجد,30000
فولكسفاجن باسات,1998,أزرق سماوي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1800,166000.0,5,نقدا فقط ,للبيع أو التبديل ,2,مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,لا يوجد,لا يوجد,فرش جلد,وسادة حماية هوائية,38000
سكودا اوكتافيا,2007,فيراني ,ديزل ,عمومي ,فلسطينية ,عادي ,الكتروني ,1900,275000.0,5,نقدا فقط ,للبيع أو التبديل ,2,مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,لا يوجد,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية,50000
رينو R5,1988,سكني ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1400,275000.0,5,نقدا فقط ,للبيع فقط ,2,لا يوجد,إغلاق مركزي,لا يوجد,لا يوجد,لا يوجد,جنطات مغنيسيوم,لا يوجد,لا يوجد,14500
هونداي اكسنت,2013,خمري ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1400,60000.0,5,نقدا فقط ,للبيع فقط ,3,مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,لا يوجد,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية,67000
اوبل كورسا,2013,فيراني ,بنزين ,خصوصي ,فلسطينية ,عادي ,يدوي ,1400,0.0,5,إمكانية التقسيط ,للبيع فقط ,1,مُكيّف,إغلاق مركزي,لا يوجد,مسجل CD,لا يوجد,جنطات مغنيسيوم,لا يوجد,وسادة حماية هوائية,54000
مازدا 6,2015,خمري ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2500,50000.0,5,نقدا فقط ,للبيع فقط ,1,مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,فتحة سقف,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية,170000
دايو ليجانزا,1999,أسود ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1800,50000.0,5,نقدا فقط ,للبيع فقط ,2,لا يوجد,لا يوجد,لا يوجد,لا يوجد,لا يوجد,لا يوجد,لا يوجد,لا يوجد,23000
كيا سبورتاج,2011,فضي ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000,82700.0,5,نقدا فقط ,للبيع أو التبديل ,1,مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,لا يوجد,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية,89500
سكودا اوكتافيا,2008,رمادي ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1900,82700.0,5,نقدا فقط ,للبيع فقط ,2,مُكيّف,إغلاق مركزي,لا يوجد,مسجل CD,لا يوجد,جنطات مغنيسيوم,لا يوجد,وسادة حماية هوائية,60000
فولكسفاجن طوارق,2008,أسود ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,3600,123000.0,5,نقدا فقط ,للبيع أو التبديل ,2,مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,فتحة سقف,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية,130000
فولكسفاجن جولف,2010,أسود ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1400,120000.0,5,إمكانية التقسيط ,للبيع أو التبديل ,2,مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,لا يوجد,جنطات مغنيسيوم,لا يوجد,وسادة حماية هوائية,78000
سكودا اوكتافيا,2008,أبيض ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1900,500000.0,5,نقدا فقط ,للبيع فقط ,4,مُكيّف,إغلاق مركزي,جهاز إنذار,لا يوجد,لا يوجد,جنطات مغنيسيوم,لا يوجد,وسادة حماية هوائية,63000
ايسوزو تروبر,1999,ذهبي ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني ,3000,18000000.0,7,إمكانية التقسيط ,للبيع أو التبديل ,5,مُكيّف,إغلاق مركزي,لا يوجد,مسجل CD,لا يوجد,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية,59000
هونداي جيتس,2008,أحمر ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600,150.0,5,نقدا فقط ,للبيع أو التبديل ,4,لا يوجد,إغلاق مركزي,جهاز إنذار,مسجل CD,لا يوجد,جنطات مغنيسيوم,لا يوجد,وسادة حماية هوائية,41000
اوبل اسكونا,1984,فضي ,بنزين ,خصوصي ,فلسطينية ,عادي ,يدوي ,1300,100000.0,5,نقدا فقط ,للبيع فقط ,4,لا يوجد,لا يوجد,لا يوجد,لا يوجد,لا يوجد,لا يوجد,لا يوجد,لا يوجد,11000
سكودا اوكتافيا,2007,سكني ,ديزل ,عمومي ,فلسطينية ,عادي ,الكتروني ,1900,100000.0,5,إمكانية التقسيط ,للبيع فقط ,2,لا يوجد,لا يوجد,جهاز إنذار,مسجل CD,لا يوجد,جنطات مغنيسيوم,لا يوجد,لا يوجد,60500
سانغ يونغ Sym,2013,أزرق ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,125,100000.0,5,نقدا فقط ,للبيع فقط ,2,مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,فتحة سقف,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية,5000
فولكسفاجن كادي,2014,فيراني ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1600,60000.0,7,نقدا فقط ,للبيع أو التبديل ,0,مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,لا يوجد,جنطات مغنيسيوم,لا يوجد,وسادة حماية هوائية,105000
سيت ابيزا,2014,أسود ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1200,80000.0,5,إمكانية التقسيط ,للتبديل فقط ,1,مُكيّف,إغلاق مركزي,لا يوجد,مسجل CD,لا يوجد,جنطات مغنيسيوم,لا يوجد,وسادة حماية هوائية,58000
فيات دوبلو,2004,أبيض ,ديزل ,عمومي ,فلسطينية ,عادي ,الكتروني ,1900,80000.0,5,نقدا فقط ,للبيع فقط ,2,لا يوجد,لا يوجد,لا يوجد,مسجل CD,لا يوجد,جنطات مغنيسيوم,لا يوجد,لا يوجد,33000
دايو لانوس,2002,أبيض ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1500,80000.0,5,نقدا فقط ,للبيع فقط ,2,مُكيّف,إغلاق مركزي,لا يوجد,مسجل CD,لا يوجد,لا يوجد,لا يوجد,وسادة حماية هوائية,26999
كيا بيكانتو,2014,رصاصي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1100,20000.0,5,نقدا فقط ,للبيع فقط ,0,مُكيّف,لا يوجد,جهاز إنذار,مسجل CD,لا يوجد,لا يوجد,لا يوجد,لا يوجد,52000
هونداي سانتافيه,2014,أبيض عاجي ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000,87000.0,5,نقدا فقط ,للبيع أو التبديل ,1,مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,فتحة سقف,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية,135000
مرسيدس C250,2015,فيراني ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2500,30000.0,5,نقدا فقط ,للبيع فقط ,0,مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,فتحة سقف,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية,175000
بيجو 206,2007,فضي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600,160000.0,5,نقدا فقط ,للبيع فقط ,4,مُكيّف,إغلاق مركزي,لا يوجد,مسجل CD,لا يوجد,لا يوجد,لا يوجد,وسادة حماية هوائية,28000
شفروليه اوبترا,2011,أزرق سماوي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600,110000.0,5,إمكانية التقسيط ,للبيع أو التبديل ,2,مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,لا يوجد,لا يوجد,لا يوجد,وسادة حماية هوائية,39000
فورد كونيكت,2005,أبيض عاجي ,ديزل ,تجاري ,فلسطينية ,عادي ,الكتروني ,1850,22000.0,5,نقدا فقط ,للبيع فقط ,2,مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,لا يوجد,لا يوجد,لا يوجد,وسادة حماية هوائية,45000
فولكسفاجن باسات,2007,بني ,ديزل ,خصوصي ,فلسطينية ,نصف اوتوماتيك ,الكتروني ,2000,22000.0,5,نقدا فقط ,للبيع فقط ,2,مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,لا يوجد,جنطات مغنيسيوم,لا يوجد,وسادة حماية هوائية,72500
هونداي فيرنا,2002,ذهبي ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1500,350000.0,5,إمكانية التقسيط ,للبيع أو التبديل ,2,مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,لا يوجد,جنطات مغنيسيوم,لا يوجد,وسادة حماية هوائية,35000
سكودا اوكتافيا,2014,أزرق ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600,350000.0,5,إمكانية التقسيط ,للبيع فقط ,1,مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,فتحة سقف,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية,120000
هونداي اكسنت,2013,سكني ,بنزين ,خصوصي ,فلسطينية ,نصف اوتوماتيك ,الكتروني ,1400,75000.0,5,نقدا فقط ,للبيع فقط ,2,مُكيّف,لا يوجد,لا يوجد,لا يوجد,لا يوجد,لا يوجد,لا يوجد,لا يوجد,58000
اوبل استرا,1997,أبيض ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1600,75000.0,5,نقدا فقط ,للبيع فقط ,2,مُكيّف,لا يوجد,لا يوجد,مسجل CD,لا يوجد,لا يوجد,لا يوجد,لا يوجد,26000
ايسوزو  4800,2003,أبيض ,ديزل ,تجاري ,فلسطينية ,عادي ,الكتروني ,4800,700000.0,3,نقدا فقط ,للبيع فقط ,2,مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,لا يوجد,لا يوجد,فرش جلد,وسادة حماية هوائية,60000
